text,values_json
"Maria Jose León Paredes, identificado con DNI 98322292; fecha de nacimiento 23/03/1998; teléfono 911699863; vive en Urb. Bolívar 4347 Depto 106, Iparía, Lima.","{""NOMBRES"": ""Maria Jose"", ""APELLIDOS"": ""León Paredes"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""98322292"", ""FECHA_NAC"": ""23/03/1998"", ""TELEFONO"": ""911699863"", ""DISTRITO"": ""Iparía"", ""DIRECCION"": ""Urb. Bolívar 4347 Depto 106""}"
Solicitud: Víctor Ibarra | DNI 54964418 | 16/03/2001 | +51 980310522 | Urb. La Unión 1008 Lt 15 | Pillco Marca | Lima.,"{""NOMBRES"": ""Víctor"", ""APELLIDOS"": ""Ibarra"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""54964418"", ""FECHA_NAC"": ""16/03/2001"", ""TELEFONO"": ""+51 980310522"", ""DISTRITO"": ""Pillco Marca"", ""DIRECCION"": ""Urb. La Unión 1008 Lt 15""}"
"Resumen corto: Luis Enrique Franco Galindo, DNI 25479814, 01-04-1975, +51 910344739, Calle Primavera 2558 , Platería, Lima.","{""NOMBRES"": ""Luis Enrique"", ""APELLIDOS"": ""Franco Galindo"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""25479814"", ""FECHA_NAC"": ""01-04-1975"", ""TELEFONO"": ""+51 910344739"", ""DISTRITO"": ""Platería"", ""DIRECCION"": ""Calle Primavera 2558 ""}"
"Resumen: María Emilia Tello Huamán | DNI 46407626 | 20/01/2002 | +51 960037465 | Urb. Arequipa 6668 Mz B, Requena, Lima.","{""NOMBRES"": ""María Emilia"", ""APELLIDOS"": ""Tello Huamán"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""46407626"", ""FECHA_NAC"": ""20/01/2002"", ""TELEFONO"": ""+51 960037465"", ""DISTRITO"": ""Requena"", ""DIRECCION"": ""Urb. Arequipa 6668 Mz B""}"
Datos básicos: Silvia Suarez-Maldonado; DNI 36933626; 30-01-1978; 950790016; Jr. Libertad 9054; Cura Mori; Lima.,"{""NOMBRES"": ""Silvia"", ""APELLIDOS"": ""Suarez-Maldonado"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""36933626"", ""FECHA_NAC"": ""30-01-1978"", ""TELEFONO"": ""950790016"", ""DISTRITO"": ""Cura Mori"", ""DIRECCION"": ""Jr. Libertad 9054""}"
"Mi nombre completo es Silvia Costa Ramírez; cuento con DNI N° 11287794; nací el 30/08/2007; mi celular es +51-998221829; domicilio en Urb. Progreso 6978 , Lima – Oxapampa.","{""NOMBRES"": ""Silvia"", ""APELLIDOS"": ""Costa Ramírez"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""11287794"", ""FECHA_NAC"": ""30/08/2007"", ""TELEFONO"": ""+51-998221829"", ""DISTRITO"": ""Oxapampa"", ""DIRECCION"": ""Urb. Progreso 6978 ""}"
"Datos: Luis Enrique Santos Orellana — DNI 79760901 — F. nac. 13-07-1983 — Tel. +51-959995026 — Jr. Bolognesi 6561 Lt 17, Tinyahuarco, Lima.","{""NOMBRES"": ""Luis Enrique"", ""APELLIDOS"": ""Santos Orellana"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""79760901"", ""FECHA_NAC"": ""13-07-1983"", ""TELEFONO"": ""+51-959995026"", ""DISTRITO"": ""Tinyahuarco"", ""DIRECCION"": ""Jr. Bolognesi 6561 Lt 17""}"
"Contacto: Marco Antonio Campos / DNI 41778964 / Nacido: 31/01/1978 / Cel: 952279780 / Calle Progreso 1323, Ayaviri, Lima.","{""NOMBRES"": ""Marco Antonio"", ""APELLIDOS"": ""Campos"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""41778964"", ""FECHA_NAC"": ""31/01/1978"", ""TELEFONO"": ""952279780"", ""DISTRITO"": ""Ayaviri"", ""DIRECCION"": ""Calle Progreso 1323""}"
"Mis nombres: Anthony; mis apellidos: Nunez Campos; mi doc.: DNI 52148834; nací el 28/03/1983; mi cel: 958088526; vivo en Av. San Martín 2682, José Leonardo Ortiz, Lima.","{""NOMBRES"": ""Anthony"", ""APELLIDOS"": ""Nunez Campos"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""52148834"", ""FECHA_NAC"": ""28/03/1983"", ""TELEFONO"": ""958088526"", ""DISTRITO"": ""José Leonardo Ortiz"", ""DIRECCION"": ""Av. San Martín 2682""}"
"Mónica Quispehuanca Suarez; DNI 43315361; fecha de nacimiento 16/12/1980; teléfono 916570040; vive en Lima, distrito Ignacio Escudero, dirección Psje. Bolívar 9113 Mz D.","{""NOMBRES"": ""Mónica"", ""APELLIDOS"": ""Quispehuanca Suarez"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""43315361"", ""FECHA_NAC"": ""16/12/1980"", ""TELEFONO"": ""916570040"", ""DISTRITO"": ""Ignacio Escudero"", ""DIRECCION"": ""Psje. Bolívar 9113 Mz D""}"
Henry García Trujillo – DNI: 39835008 – F.N.: 12/11/1970 – Cel.: +51-963765180 – Dir.: Calle San Martín 457 – Dist.: Morales – Lima.,"{""NOMBRES"": ""Henry"", ""APELLIDOS"": ""García Trujillo"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""39835008"", ""FECHA_NAC"": ""12/11/1970"", ""TELEFONO"": ""+51-963765180"", ""DISTRITO"": ""Morales"", ""DIRECCION"": ""Calle San Martín 457""}"
"Identificación: Diana Rojas (DNI 54499873); Nacimiento 01/07/1970; Contacto +51 971873691; Domicilio Psje. Grau 583 Mz G, Distrito Cuenca, Lima.","{""NOMBRES"": ""Diana"", ""APELLIDOS"": ""Rojas"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""54499873"", ""FECHA_NAC"": ""01/07/1970"", ""TELEFONO"": ""+51 971873691"", ""DISTRITO"": ""Cuenca"", ""DIRECCION"": ""Psje. Grau 583 Mz G""}"
Ficha de identificación — Nombre: Raúl Fernando; Apellidos: Vásquez; Doc.: DNI 46907428; Nac.: 22/07/1977; Cel.: +51 929948970; Dir.: Psje. Primavera 9122 ; Dist.: Cajaruro; Lima.,"{""NOMBRES"": ""Raúl Fernando"", ""APELLIDOS"": ""Vásquez"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""46907428"", ""FECHA_NAC"": ""22/07/1977"", ""TELEFONO"": ""+51 929948970"", ""DISTRITO"": ""Cajaruro"", ""DIRECCION"": ""Psje. Primavera 9122 ""}"
"Yo, Ana Lucia Trejo Flores, DNI 80573568, nacido el 06-03-1976, tel. 982968364, domicilio Psje. La Unión 9367, Lima – Ilave.","{""NOMBRES"": ""Ana Lucia"", ""APELLIDOS"": ""Trejo Flores"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""80573568"", ""FECHA_NAC"": ""06-03-1976"", ""TELEFONO"": ""982968364"", ""DISTRITO"": ""Ilave"", ""DIRECCION"": ""Psje. La Unión 9367""}"
"Datos: Luis Fernando Paredes Zúñiga — DNI 47706144 — F. nac. 18 de agosto del 1967 — Tel. 973308406 — Jr. Bolognesi 4051 , Chivay, Lima.","{""NOMBRES"": ""Luis Fernando"", ""APELLIDOS"": ""Paredes Zúñiga"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""47706144"", ""FECHA_NAC"": ""18 de agosto del 1967"", ""TELEFONO"": ""973308406"", ""DISTRITO"": ""Chivay"", ""DIRECCION"": ""Jr. Bolognesi 4051 ""}"
"Se registra al ciudadano Lucía Flores Pineda — DNI 33315234 — nacido 25/11/1972 — celular 952681823 — residencia Calle La Paz 9334 Depto 284, Aguaytía, Lima.","{""NOMBRES"": ""Lucía"", ""APELLIDOS"": ""Flores Pineda"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""33315234"", ""FECHA_NAC"": ""25/11/1972"", ""TELEFONO"": ""952681823"", ""DISTRITO"": ""Aguaytía"", ""DIRECCION"": ""Calle La Paz 9334 Depto 284""}"
"Mi nombre completo es Vanessa Reyna Orellana; cuento con DNI N° 80658723; nací el 11/06/1986; mi celular es 992 427 773; domicilio en Calle Arequipa 459 , Lima – Uchumayo.","{""NOMBRES"": ""Vanessa"", ""APELLIDOS"": ""Reyna Orellana"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""80658723"", ""FECHA_NAC"": ""11/06/1986"", ""TELEFONO"": ""992 427 773"", ""DISTRITO"": ""Uchumayo"", ""DIRECCION"": ""Calle Arequipa 459 ""}"
"Identificación: Silvia Iglesias (DNI 60142505); Nacimiento 9 de agosto del 1996; Contacto 963095937; Domicilio Psje. Los Olivos 8082, Distrito Huaricolca, Lima.","{""NOMBRES"": ""Silvia"", ""APELLIDOS"": ""Iglesias"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""60142505"", ""FECHA_NAC"": ""9 de agosto del 1996"", ""TELEFONO"": ""963095937"", ""DISTRITO"": ""Huaricolca"", ""DIRECCION"": ""Psje. Los Olivos 8082""}"
Declaración simple: Rosa Linares; DNI 92370625; F. nac. 21/04/2000; Tel. 999326148; Dir. Calle Los Álamos 3011; Dist. Anta; Lima.,"{""NOMBRES"": ""Rosa"", ""APELLIDOS"": ""Linares"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""92370625"", ""FECHA_NAC"": ""21/04/2000"", ""TELEFONO"": ""999326148"", ""DISTRITO"": ""Anta"", ""DIRECCION"": ""Calle Los Álamos 3011""}"
Formulario único — Yolanda Olivares Tello — DNI 92058189 — F. Nac. 29-11-1974 — Tel. 923973438 — Dir. Calle Los Álamos 1553 — Dist. Majes — Lima.,"{""NOMBRES"": ""Yolanda"", ""APELLIDOS"": ""Olivares Tello"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""92058189"", ""FECHA_NAC"": ""29-11-1974"", ""TELEFONO"": ""923973438"", ""DISTRITO"": ""Majes"", ""DIRECCION"": ""Calle Los Álamos 1553""}"
Ficha personal: Ana Belén Becerra Suyon | Doc DNI: 57040785 | Nac. 7 de julio del 1976 | Tel +51 910171954 | Dir Psje. Grau 6304 Mz B | Dist Pacocha | Lima.,"{""NOMBRES"": ""Ana Belén"", ""APELLIDOS"": ""Becerra Suyon"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""57040785"", ""FECHA_NAC"": ""7 de julio del 1976"", ""TELEFONO"": ""+51 910171954"", ""DISTRITO"": ""Pacocha"", ""DIRECCION"": ""Psje. Grau 6304 Mz B""}"
"Soy José Luis Bravo León. DNI: 40277201. F. nacimiento: 18/04/1972. Celular: 914 484 588. Vivo en Jr. Primavera 2736, Sapallanga, Lima.","{""NOMBRES"": ""José Luis"", ""APELLIDOS"": ""Bravo León"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""40277201"", ""FECHA_NAC"": ""18/04/1972"", ""TELEFONO"": ""914 484 588"", ""DISTRITO"": ""Sapallanga"", ""DIRECCION"": ""Jr. Primavera 2736""}"
"Me llamo José Miguel Díaz; mi documento es DNI 74791834; nací el 08/08/1996; número de contacto +51 997729428; dirección Calle Progreso 3212 Lt 4, distrito Santiago (Ica), Lima.","{""NOMBRES"": ""José Miguel"", ""APELLIDOS"": ""Díaz"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""74791834"", ""FECHA_NAC"": ""08/08/1996"", ""TELEFONO"": ""+51 997729428"", ""DISTRITO"": ""Santiago (Ica)"", ""DIRECCION"": ""Calle Progreso 3212 Lt 4""}"
"Me identifico como Verónica Maria Paula Trejo Trujillo; documento DNI No. 17315517; nacido el 09/03/1981; número de celular 921 761 279; dirección Av. Arequipa 3490 Interior 20, Lima – Alto Nanay.","{""NOMBRES"": ""Verónica Maria Paula"", ""APELLIDOS"": ""Trejo Trujillo"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""17315517"", ""FECHA_NAC"": ""09/03/1981"", ""TELEFONO"": ""921 761 279"", ""DISTRITO"": ""Alto Nanay"", ""DIRECCION"": ""Av. Arequipa 3490 Interior 20""}"
"César Valencia Calderon, identificado con DNI 98723294; fecha de nacimiento 20/11/1976; teléfono +51-983031359; vive en Av. Brasil 7304 Depto 296, Caraz, Lima.","{""NOMBRES"": ""César"", ""APELLIDOS"": ""Valencia Calderon"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""98723294"", ""FECHA_NAC"": ""20/11/1976"", ""TELEFONO"": ""+51-983031359"", ""DISTRITO"": ""Caraz"", ""DIRECCION"": ""Av. Brasil 7304 Depto 296""}"
Información básica — Nombres: Marco Antonio | Apellidos: Linares Barrios | DNI: 21503440 | F. nac.: 21/12/1994 | Cel.: +51-982672055 | Dir.: Psje. Bolívar 6958 | Dist.: Aguas Verdes | Lima.,"{""NOMBRES"": ""Marco Antonio"", ""APELLIDOS"": ""Linares Barrios"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""21503440"", ""FECHA_NAC"": ""21/12/1994"", ""TELEFONO"": ""+51-982672055"", ""DISTRITO"": ""Aguas Verdes"", ""DIRECCION"": ""Psje. Bolívar 6958""}"
Postulación de Cesar Orellana Reyna: DNI 14661179; 11-07-1987; 979366056; Dirección Psje. Los Álamos 2838; Distrito Balsapuerto; Lima.,"{""NOMBRES"": ""Cesar"", ""APELLIDOS"": ""Orellana Reyna"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""14661179"", ""FECHA_NAC"": ""11-07-1987"", ""TELEFONO"": ""979366056"", ""DISTRITO"": ""Balsapuerto"", ""DIRECCION"": ""Psje. Los Álamos 2838""}"
"Soy Luisa Pablo Dominguez Gamarra; DNI n° 89865944; fecha de nacimiento 27/07/1976; celular +51 918994192; resido en Lima, Acoria; Calle Bolívar 7606.","{""NOMBRES"": ""Luisa Pablo"", ""APELLIDOS"": ""Dominguez Gamarra"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""89865944"", ""FECHA_NAC"": ""27/07/1976"", ""TELEFONO"": ""+51 918994192"", ""DISTRITO"": ""Acoria"", ""DIRECCION"": ""Calle Bolívar 7606""}"
"Yo soy Pedro Pablo Molina Pastor; DNI 25102023; nací el 05/08/1983; número 986046949; vivo en Av. Los Olivos 4787; Matapalo, Lima.","{""NOMBRES"": ""Pedro Pablo"", ""APELLIDOS"": ""Molina Pastor"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""25102023"", ""FECHA_NAC"": ""05/08/1983"", ""TELEFONO"": ""986046949"", ""DISTRITO"": ""Matapalo"", ""DIRECCION"": ""Av. Los Olivos 4787""}"
"Pedro Pablo Córdova Figueroa, identificado con DNI 91733516; fecha de nacimiento 22/03/1986; teléfono +51-946965460; vive en Calle Libertad 3992 Mz A, Utcubamba, Lima.","{""NOMBRES"": ""Pedro Pablo"", ""APELLIDOS"": ""Córdova Figueroa"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""91733516"", ""FECHA_NAC"": ""22/03/1986"", ""TELEFONO"": ""+51-946965460"", ""DISTRITO"": ""Utcubamba"", ""DIRECCION"": ""Calle Libertad 3992 Mz A""}"
Datos para verificación: Lucia Leon Díaz; DNI 23182514; 24/12/2003; 950329802; Psje. La Paz 1562 Depto 497; Lima/Cuchumbaya.,"{""NOMBRES"": ""Lucia"", ""APELLIDOS"": ""Leon Díaz"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""23182514"", ""FECHA_NAC"": ""24/12/2003"", ""TELEFONO"": ""950329802"", ""DISTRITO"": ""Cuchumbaya"", ""DIRECCION"": ""Psje. La Paz 1562 Depto 497""}"
"Declaro que me llamo Nancy Zúñiga Espinosa; mi DNI n.º 18806960; nací el 16-12-1978; teléfono +51 964141437; vivo en Jr. Progreso 1044 Mz A, distrito Anta (Carhuaz), Lima.","{""NOMBRES"": ""Nancy"", ""APELLIDOS"": ""Zúñiga Espinosa"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""18806960"", ""FECHA_NAC"": ""16-12-1978"", ""TELEFONO"": ""+51 964141437"", ""DISTRITO"": ""Anta (Carhuaz)"", ""DIRECCION"": ""Jr. Progreso 1044 Mz A""}"
"Me llamo Jesus Luis Alberto Suárez Vargas; mi documento es DNI 26625933; nací el 23/07/1995; número de contacto +51-959991642; dirección Calle La Unión 2779, distrito La Tinguiña, Lima.","{""NOMBRES"": ""Jesus Luis Alberto"", ""APELLIDOS"": ""Suárez Vargas"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""26625933"", ""FECHA_NAC"": ""23/07/1995"", ""TELEFONO"": ""+51-959991642"", ""DISTRITO"": ""La Tinguiña"", ""DIRECCION"": ""Calle La Unión 2779""}"
"Identificación: Jhonatan Reyna-Tapia (DNI 86807176); Nacimiento 25 de diciembre del 1999; Contacto 939709238; Domicilio Urb. Arequipa 245 Depto 206, Distrito Balsapuerto, Lima.","{""NOMBRES"": ""Jhonatan"", ""APELLIDOS"": ""Reyna-Tapia"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""86807176"", ""FECHA_NAC"": ""25 de diciembre del 1999"", ""TELEFONO"": ""939709238"", ""DISTRITO"": ""Balsapuerto"", ""DIRECCION"": ""Urb. Arequipa 245 Depto 206""}"
Declaración simple: Jose Miguel Rocha Nunez; DNI 50998106; F. nac. 21 de diciembre del 1996; Tel. 996 267 144; Dir. Jr. Grau 5050; Dist. El Ingenio; Lima.,"{""NOMBRES"": ""Jose Miguel"", ""APELLIDOS"": ""Rocha Nunez"", ""TIPO_DOC"": ""DNI"", ""DNI"": ""50998106"", ""FECHA_NAC"": ""21 de diciembre del 1996"", ""TELEFONO"": ""996 267 144"", ""DISTRITO"": ""El Ingenio"", ""DIRECCION"": ""Jr. Grau 5050""}"
